Author(s) ID,Title,Year,Abstract,Keywords,Language of Original Document,Document Type,Abstract Length,Topic_Label,Combined_Topic,Text
55559341100; 55558823600; 57189462840; 57739300000,Impact of ICTs on event management and marketing,2020,conferences symposiums and other large events that take place at far away hotels require many hours of preparation to plan and need a capable event staff to market without the innovative technologies that have changed the face of the tourism industry many destinations would be unequipped to handle such a task impact of icts on event management and marketing is a collection of innovative research on the methods and applications of information and communications technologies on almost all facets of hospitality and tourism related businesses including hotels restaurants and other tourism areas while highlighting topics including digital marketing artificial intelligence and event tourism this book is ideally designed for business managers event planners and marketing professionals 2021 by igi global all rights reserved,,English,Book,123,2,Smart_Mobility,conferences symposiums and other large events that take place at far away hotels require many hours of preparation to plan and need a capable event staff to market without the innovative technologies that have changed the face of the tourism industry many destinations would be unequipped to handle such a task impact of icts on event management and marketing is a collection of innovative research on the methods and applications of information and communications technologies on almost all facets of hospitality and tourism related businesses including hotels restaurants and other tourism areas while highlighting topics including digital marketing artificial intelligence and event tourism this book is ideally designed for business managers event planners and marketing professionals 2021 by igi global all rights reserved 
6506950250; 16401903700,Smart tourism cities: a duality of place where technology supports the convergence of touristic and residential experiences,2021,smart tourism emerges from the application of advanced technologies in the context of destinations most often cities it borrows extensively from smart city development ideas but its conceptualization as well as realization have been kept separate from broader smart city initiatives this paper argues that such a separation makes little sense in a world where the everyday and the touristic increasingly overlap and smart technologies blur the lines between residential areas and tourism precincts to resolve the issue it introduces the concept of the smart tourism city and conceptualizes it in theoretical and practical terms to illustrate its value 2021 asia pacific tourism association,city tourism overtourism resident smart city smart destination tourist conceptual framework smart city technological development technology adoption theoretical study tourism development tourism economics tourist attraction tourist destination,English,Article,105,4,Data_Analysis,smart tourism emerges from the application of advanced technologies in the context of destinations most often cities it borrows extensively from smart city development ideas but its conceptualization as well as realization have been kept separate from broader smart city initiatives this paper argues that such a separation makes little sense in a world where the everyday and the touristic increasingly overlap and smart technologies blur the lines between residential areas and tourism precincts to resolve the issue it introduces the concept of the smart tourism city and conceptualizes it in theoretical and practical terms to illustrate its value 2021 asia pacific tourism association city tourism overtourism resident smart city smart destination tourist conceptual framework smart city technological development technology adoption theoretical study tourism development tourism economics tourist attraction tourist destination
57195772427; 56264909800; 57215542479; 57761434100; 55556546200; 57203264048; 56017962400; 56146106000; 7007061465; 57761381600; 56146887300; 16312894800,How citizen scientists contribute to monitor protected areas thanks to automatic plant identification tools,2020,1 successful monitoring and management of plant resources worldwide needs the involvement of civil society to support natural reserve managers because it is difficult to correctly and quickly identify plant species for non specialists the development of recent techniques based on automatic visual identification should facilitate and increase public engagement in citizen science initiatives 2 automatic identification platforms are new to most citizen scientists and land managers pl ntnet is such a platform available since 2013 on web and mobile environments and now included in several workflows such as invasive alien species management endemic species monitoring educational activities and eco tourism practices the successful development of such platforms needs to identify their strengths and weaknesses in order to improve and facilitate their use in all aspects of ecosystem management 3 here we present two pl ntnet citizen science initiatives used by conservation practitioners in europe france and africa kenya we discuss various perspectives including benefits and limitations based on the experiences of field managers we formulate several recommendations for future initiatives the recommendations are aimed at a diverse group of conservation managers and citizen science practitioners 2020 the authors ecological solutions and evidence published by john wiley sons ltd on behalf of british ecological society,artificial intelligence automatic plant identification citizen science deep learning technologies données opportunistes engagement du public identification automatique des plantes intelligence artificielle opportunistic data plant biodiversity monitoring public engagement science citoyenne surveillance de la biodiversité végétale technologies d apprentissage profond volontaires volunteers,English,Article,203,4,Data_Analysis,1 successful monitoring and management of plant resources worldwide needs the involvement of civil society to support natural reserve managers because it is difficult to correctly and quickly identify plant species for non specialists the development of recent techniques based on automatic visual identification should facilitate and increase public engagement in citizen science initiatives 2 automatic identification platforms are new to most citizen scientists and land managers pl ntnet is such a platform available since 2013 on web and mobile environments and now included in several workflows such as invasive alien species management endemic species monitoring educational activities and eco tourism practices the successful development of such platforms needs to identify their strengths and weaknesses in order to improve and facilitate their use in all aspects of ecosystem management 3 here we present two pl ntnet citizen science initiatives used by conservation practitioners in europe france and africa kenya we discuss various perspectives including benefits and limitations based on the experiences of field managers we formulate several recommendations for future initiatives the recommendations are aimed at a diverse group of conservation managers and citizen science practitioners 2020 the authors ecological solutions and evidence published by john wiley sons ltd on behalf of british ecological society artificial intelligence automatic plant identification citizen science deep learning technologies données opportunistes engagement du public identification automatique des plantes intelligence artificielle opportunistic data plant biodiversity monitoring public engagement science citoyenne surveillance de la biodiversité végétale technologies d apprentissage profond volontaires volunteers
57223131127; 57223124993,"The digital preservation and presentation of red cultural heritages in Ganjiang River Basin, China",2020,the ganjiang river basin of jiangxi province with rich resources of red culture heritage is famous for the red tourism the purpose of this study is to investigate how to balance the preservation and presentation during the tourism development in digital times in recent developments related to cultural tourism the villages and towns with lesser stocks of red cultural heritages are suffering from a lack of preservation and in danger of vanishing apart from the form of traditional museums responsible for cultural heritage preservation the protected model of ganjiang river watershed in digital is one of the few alternative paths with the promotion of an entire digital city network during the watershed area the gap between urban and rural areas has been widened in the preservation for red cultural heritage for rural areas the model of an open air museum is a good choice in digital times based on the basin s protection practice and tourist diversity demand upgrading interpretation systems and improving digital experiences have become the trend for red cultural heritage presentations effective online communication is another way to display red culture two models of protection and presentation for red cultural heritage have been developed 2020 ieee,digital storage historic preservation rivers rural areas tourism watersheds cultural heritage preservation cultural heritages digital preservation ganjiang river basin interpretation systems on line communication tourism development urban and rural areas e learning digitalization and intelligence ganjiang river basin presentation model red cultural heritage watershed preservation,English,Conference paper,199,4,Data_Analysis,the ganjiang river basin of jiangxi province with rich resources of red culture heritage is famous for the red tourism the purpose of this study is to investigate how to balance the preservation and presentation during the tourism development in digital times in recent developments related to cultural tourism the villages and towns with lesser stocks of red cultural heritages are suffering from a lack of preservation and in danger of vanishing apart from the form of traditional museums responsible for cultural heritage preservation the protected model of ganjiang river watershed in digital is one of the few alternative paths with the promotion of an entire digital city network during the watershed area the gap between urban and rural areas has been widened in the preservation for red cultural heritage for rural areas the model of an open air museum is a good choice in digital times based on the basin s protection practice and tourist diversity demand upgrading interpretation systems and improving digital experiences have become the trend for red cultural heritage presentations effective online communication is another way to display red culture two models of protection and presentation for red cultural heritage have been developed 2020 ieee digital storage historic preservation rivers rural areas tourism watersheds cultural heritage preservation cultural heritages digital preservation ganjiang river basin interpretation systems on line communication tourism development urban and rural areas e learning digitalization and intelligence ganjiang river basin presentation model red cultural heritage watershed preservation
57221587403; 57209316404; 57211993662; 7202299554; 57221588556,A Collaborative Reservation Mechanism of Multiple Parking Lots Based on Dynamic Vehicle Path Planning,2021,with the development of wireless communication and artificial intelligence technology online parking reservation system can effectively save drivers searching time for vacant spaces however in the environment with multiple candidate parking lots around the destination how to coordinate and maximize parking space resources to reduce the travel time is still a practical issue for urban drivers in order to solve this problem a collaborative reservation mechanism based on dynamic vehicle path planning is proposed in this paper by the aid of the dedicated backbone network with a clear division of work responsibilities the information of traffic and parking lots is collected in real time based on which the travel time prediction and empty spaces evaluation are executed separately and then the optimal decision of path planning and parking lot selection can be made and adjusted dynamically by a step by step acknowledgement mechanism the simulation results show that based on collaborative working and overall planning our proposed reservation mechanism can effectively raise the utilization rate of the parking lots resources and significantly reduce the travel time for drivers under different traffic environments compared to current mechanisms the collaborative parking reservation mechanism reveals higher feasibility and applicability it can assist in design and operation of urban traffic management and space resource utilization 2021 yuting xiao et al,artificial intelligence dynamics reservation systems traffic control travel time acknowledgement mechanism artificial intelligence technologies collaborative working reservation mechanism space resource utilizations travel time prediction urban traffic management wireless communications intelligent vehicle highway systems,English,Article,215,5,Algorithmic_Models,with the development of wireless communication and artificial intelligence technology online parking reservation system can effectively save drivers searching time for vacant spaces however in the environment with multiple candidate parking lots around the destination how to coordinate and maximize parking space resources to reduce the travel time is still a practical issue for urban drivers in order to solve this problem a collaborative reservation mechanism based on dynamic vehicle path planning is proposed in this paper by the aid of the dedicated backbone network with a clear division of work responsibilities the information of traffic and parking lots is collected in real time based on which the travel time prediction and empty spaces evaluation are executed separately and then the optimal decision of path planning and parking lot selection can be made and adjusted dynamically by a step by step acknowledgement mechanism the simulation results show that based on collaborative working and overall planning our proposed reservation mechanism can effectively raise the utilization rate of the parking lots resources and significantly reduce the travel time for drivers under different traffic environments compared to current mechanisms the collaborative parking reservation mechanism reveals higher feasibility and applicability it can assist in design and operation of urban traffic management and space resource utilization 2021 yuting xiao et al artificial intelligence dynamics reservation systems traffic control travel time acknowledgement mechanism artificial intelligence technologies collaborative working reservation mechanism space resource utilizations travel time prediction urban traffic management wireless communications intelligent vehicle highway systems
57190022044; 55714798200; 54080586800,A systematic review of big data-based urban sustainability research: State-of-the-science and future directions,2020,the future of humanity depends increasingly on the performance of cities big data provide new and powerful ways of studying and improving coupled urban environmental social and economic systems to achieve urban sustainability however the term big data has been defined variably and its urban applications have so far been sporadic in terms of research topic and location a comprehensive review of big data based urban environment society and sustainability uess research is much needed the aim of this study was to summarize the big data based uess research using a systematic review approach in combination with bibliometric and thematic analyses the results showed that the numbers of publications and citations of related articles have been increasing exponentially in recent years the most frequently used big data in uess research are human behavior data and the major analytical methods are of five types classification clustering regression association rules and social network analysis the major research topics of big data based uess research include urban mobility urban land use and planning environmental sustainability public health and safety social equity tourism resources and energy utilization real estate and retail accommodation and catering big data benefit uess research by proving a people oriented perspective timely and real time information and fine resolution spatial dynamics in addition several obstacles were identified to applying big data in uess research which are related to data quality and acquisition data storage and management data security and privacy data cleaning and preprocessing and data analysis and information mining to move forward future research should integrate multiple big data sources develop and utilize new methods such as deep learning and cloud computing and expand the application fields to focus on the interactions between human activities and urban environments this review can contribute to understanding the current situation of big data based uess research and provide a reference for studies of this topic in the future 2020 elsevier ltd,behavioral research big data deep learning digital storage energy utilization land use quality control security of data sustainable development tourism urban planning application fields data security and privacy environmental sustainability information mining real time information urban applications urban environments urban sustainability information management big data smart city social media data urban landscape sustainability urban planning,English,Review,313,11,Data_Analysis,the future of humanity depends increasingly on the performance of cities big data provide new and powerful ways of studying and improving coupled urban environmental social and economic systems to achieve urban sustainability however the term big data has been defined variably and its urban applications have so far been sporadic in terms of research topic and location a comprehensive review of big data based urban environment society and sustainability uess research is much needed the aim of this study was to summarize the big data based uess research using a systematic review approach in combination with bibliometric and thematic analyses the results showed that the numbers of publications and citations of related articles have been increasing exponentially in recent years the most frequently used big data in uess research are human behavior data and the major analytical methods are of five types classification clustering regression association rules and social network analysis the major research topics of big data based uess research include urban mobility urban land use and planning environmental sustainability public health and safety social equity tourism resources and energy utilization real estate and retail accommodation and catering big data benefit uess research by proving a people oriented perspective timely and real time information and fine resolution spatial dynamics in addition several obstacles were identified to applying big data in uess research which are related to data quality and acquisition data storage and management data security and privacy data cleaning and preprocessing and data analysis and information mining to move forward future research should integrate multiple big data sources develop and utilize new methods such as deep learning and cloud computing and expand the application fields to focus on the interactions between human activities and urban environments this review can contribute to understanding the current situation of big data based uess research and provide a reference for studies of this topic in the future 2020 elsevier ltd behavioral research big data deep learning digital storage energy utilization land use quality control security of data sustainable development tourism urban planning application fields data security and privacy environmental sustainability information mining real time information urban applications urban environments urban sustainability information management big data smart city social media data urban landscape sustainability urban planning
57209638557; 36623225100; 57206781741; 57219317421,How smart tourism technologies affect tourist destination loyalty,2020,purpose the purpose of this study is to investigate how smart tourism technologies and memorable tourism experiences affect tourist satisfaction and tourist destination loyalty design methodology approach a total of 600 questionnaires were distributed 360 were returned 60 response rate and a covariance based structural equation modeling technique was used to test the hypotheses findings the results of this study explain that smart tourism technologies and memorable tourism experiences play essential roles in enhancing tourist satisfaction and tourist destination loyalty practical implications this study specifies that tourists have pleasant memories and are satisfied at a tourist destination as a result they are more likely to revisit and recommend a tourist destination to their friends family and other tourists if a tourist has a negative experience with smart city info structure facilities a tourist might reach an overall conclusion to not revisit or recommend the location to other tourists originality value this study provides empirical evidence to support the importance of smart tourism technologies and memorable tourism experiences in enhancing tourist satisfaction and tourist destination loyalty 2020 emerald publishing limited,memorable tourism experiences smart tourism technologies tourist destination loyalty tourist satisfaction,English,Article,175,9,Sustainability,purpose the purpose of this study is to investigate how smart tourism technologies and memorable tourism experiences affect tourist satisfaction and tourist destination loyalty design methodology approach a total of 600 questionnaires were distributed 360 were returned 60 response rate and a covariance based structural equation modeling technique was used to test the hypotheses findings the results of this study explain that smart tourism technologies and memorable tourism experiences play essential roles in enhancing tourist satisfaction and tourist destination loyalty practical implications this study specifies that tourists have pleasant memories and are satisfied at a tourist destination as a result they are more likely to revisit and recommend a tourist destination to their friends family and other tourists if a tourist has a negative experience with smart city info structure facilities a tourist might reach an overall conclusion to not revisit or recommend the location to other tourists originality value this study provides empirical evidence to support the importance of smart tourism technologies and memorable tourism experiences in enhancing tourist satisfaction and tourist destination loyalty 2020 emerald publishing limited memorable tourism experiences smart tourism technologies tourist destination loyalty tourist satisfaction
56494657700; 55565182400; 7004308205,The impact of the interaction between an entrepreneurial marketing orientation and coopetition on business performance,2021,purpose certain small businesses do not possess the assets needed to implement a performance enhancing entrepreneurial marketing orientation opportunity driven behaviours focussed on creating value for customers although some entrepreneurs cooperate with their competitors coopetition to achieve their day to day and long term goals it is unclear whether these partnerships are advantageous in this capacity thus grounded in the resource based view the purpose of this investigation is to examine whether coopetition positively moderates the relationship between an entrepreneurial marketing orientation and financial performance design methodology approach survey responses were obtained from 184 small tourism and hospitality organisations in new zealand following a series of robustness checks covariance based structural equation modelling was used to test the elements of the conceptual model findings unique insights illustrate an entrepreneurial marketing orientation yielding a negative and significant link with financial performance nevertheless this result was potentially related to the entrepreneurial marketing oriented opportunities that owner managers pursued within the context of their sector in particular situations when employing an individualistic business model constrained certain decision makers ability to pursue growth oriented objectives however coopetition produced a positive and significant moderating effect enabling owner managers to pursue opportunities via collaborative business models facilitating mutually beneficial performance outcomes practical implications owner managers of under resourced small firms should be careful when implementing entrepreneurial marketing strategies utilising an individualistic business model for example they might pursue opportunities that are not viable and or become over loaded with market intelligence that they cannot handle by collaborating with competitors owner managers can learn improved ways to operate within their industries alongside being equipped with new resources and capabilities in doing so coopetition can help overcome some of the potential performance limiting issues owner managers face by being under resourced namely via employing a collaborative business model originality value this current study contributes to the extant literature by evaluating the complexities of entrepreneurial marketing practices that is although earlier research has focussed on the performance driving outcomes of an entrepreneurial marketing orientation prior studies typically overlook certain moderating factors that could influence this association by examining the interaction between an entrepreneurial marketing orientation and coopetition on financial performance new evidence has emerged on how owner managers of small firms can utilise interfirm collaboration to succeed within their markets as opposed to struggling to cope with the challenges of an individualistic business model specifically an entrepreneurial marketing orientation is likely to enhance financial performance when under resourced companies effectively collaborate with their competitors 2021 emerald publishing limited,coopetition entrepreneurial marketing orientation financial performance resource based view small companies,English,Article,394,2,Smart_Mobility,purpose certain small businesses do not possess the assets needed to implement a performance enhancing entrepreneurial marketing orientation opportunity driven behaviours focussed on creating value for customers although some entrepreneurs cooperate with their competitors coopetition to achieve their day to day and long term goals it is unclear whether these partnerships are advantageous in this capacity thus grounded in the resource based view the purpose of this investigation is to examine whether coopetition positively moderates the relationship between an entrepreneurial marketing orientation and financial performance design methodology approach survey responses were obtained from 184 small tourism and hospitality organisations in new zealand following a series of robustness checks covariance based structural equation modelling was used to test the elements of the conceptual model findings unique insights illustrate an entrepreneurial marketing orientation yielding a negative and significant link with financial performance nevertheless this result was potentially related to the entrepreneurial marketing oriented opportunities that owner managers pursued within the context of their sector in particular situations when employing an individualistic business model constrained certain decision makers ability to pursue growth oriented objectives however coopetition produced a positive and significant moderating effect enabling owner managers to pursue opportunities via collaborative business models facilitating mutually beneficial performance outcomes practical implications owner managers of under resourced small firms should be careful when implementing entrepreneurial marketing strategies utilising an individualistic business model for example they might pursue opportunities that are not viable and or become over loaded with market intelligence that they cannot handle by collaborating with competitors owner managers can learn improved ways to operate within their industries alongside being equipped with new resources and capabilities in doing so coopetition can help overcome some of the potential performance limiting issues owner managers face by being under resourced namely via employing a collaborative business model originality value this current study contributes to the extant literature by evaluating the complexities of entrepreneurial marketing practices that is although earlier research has focussed on the performance driving outcomes of an entrepreneurial marketing orientation prior studies typically overlook certain moderating factors that could influence this association by examining the interaction between an entrepreneurial marketing orientation and coopetition on financial performance new evidence has emerged on how owner managers of small firms can utilise interfirm collaboration to succeed within their markets as opposed to struggling to cope with the challenges of an individualistic business model specifically an entrepreneurial marketing orientation is likely to enhance financial performance when under resourced companies effectively collaborate with their competitors 2021 emerald publishing limited coopetition entrepreneurial marketing orientation financial performance resource based view small companies
57205742231; 55791509100; 57219932328; 7402664815; 57201292422; 57219291986,Analysis of the performance and robustness of methods to detect base locations of individuals with geo-tagged social media data,2021,various methods have been proposed to detect the base locations of individuals with their geo tagged social media data however a common challenge relating to base location detection methods bdms is that the rare availability of ground truth data impedes the method assessment of accuracy and robustness thus undermining research validity and reliability to address this challenge we collect users information from unstructured online content and evaluate both the performance and robustness of bdms the evaluation consists of two tasks the detection of base locations and also the differentiation between local residents and tourists the results show bdms can achieve high accuracies in base location detection but tend to overestimate the number of tourists evaluation conducted in this study also shows that bdms accuracy is subject to the intensity of user s activities and number of countries visited by the user but are insensitive to user s gender temporally bdms perform better during weekends and summertime than during other periods but the best performances appear with datasets that cover the whole time periods whole day week and year to the best of knowledge this study is the first work to evaluate the performance and robustness of bdms at individual level 2020 informa uk limited trading as taylor francis group,base location detection geo tagged social media data smart tourism,English,Article,205,8,Urban_Sustainability,various methods have been proposed to detect the base locations of individuals with their geo tagged social media data however a common challenge relating to base location detection methods bdms is that the rare availability of ground truth data impedes the method assessment of accuracy and robustness thus undermining research validity and reliability to address this challenge we collect users information from unstructured online content and evaluate both the performance and robustness of bdms the evaluation consists of two tasks the detection of base locations and also the differentiation between local residents and tourists the results show bdms can achieve high accuracies in base location detection but tend to overestimate the number of tourists evaluation conducted in this study also shows that bdms accuracy is subject to the intensity of user s activities and number of countries visited by the user but are insensitive to user s gender temporally bdms perform better during weekends and summertime than during other periods but the best performances appear with datasets that cover the whole time periods whole day week and year to the best of knowledge this study is the first work to evaluate the performance and robustness of bdms at individual level 2020 informa uk limited trading as taylor francis group base location detection geo tagged social media data smart tourism
57200326305; 18036987500; 57220203001; 16312817100,Social media semantic perceptions on Madrid Metro system: Using Twitter data to link complaints to space,2021,social networks are platforms widely used by travelers who express their opinions about many services like public transport this paper investigates the value of texts from social networks as a data source for detecting the spatial distribution of problems within a public transit network by geolocating citizens feelings and analyzes the effects some factors such as population or income have over that spatial spread with the goal of developing a more intelligent and sustainable public transit service for that purpose twitter data from the madrid metro account is collected over a two month period topics and sentiments are identified from text mining and machine learning algorithms and mapped to explore spatial and temporal patterns lastly a geographically weighted regression model is used to explore the causality of the spatial distribution of complaining users by using official data sources as exploratory variables results show twitter users tend to be mid income workers who reside in peripheral areas and mainly tweet when traveling to workplaces the main detected problems were punctuality and breakdowns in transfer stations or in central areas mainly in the early morning of weekdays and affected by density of points of interest in destination areas 2020 elsevier ltd,geographically weighted regression public transport sentiment analysis text mining twitter learning algorithms machine learning population statistics regression analysis semantics spatial distribution subways text mining urban transportation data sources geographically weighted regression models points of interest public transit public transit networks public transport social media spatial and temporal patterns internet perception public transport railway transport regression analysis social media urban transport social networking online,English,Article,198,10,Tourism_Experience,social networks are platforms widely used by travelers who express their opinions about many services like public transport this paper investigates the value of texts from social networks as a data source for detecting the spatial distribution of problems within a public transit network by geolocating citizens feelings and analyzes the effects some factors such as population or income have over that spatial spread with the goal of developing a more intelligent and sustainable public transit service for that purpose twitter data from the madrid metro account is collected over a two month period topics and sentiments are identified from text mining and machine learning algorithms and mapped to explore spatial and temporal patterns lastly a geographically weighted regression model is used to explore the causality of the spatial distribution of complaining users by using official data sources as exploratory variables results show twitter users tend to be mid income workers who reside in peripheral areas and mainly tweet when traveling to workplaces the main detected problems were punctuality and breakdowns in transfer stations or in central areas mainly in the early morning of weekdays and affected by density of points of interest in destination areas 2020 elsevier ltd geographically weighted regression public transport sentiment analysis text mining twitter learning algorithms machine learning population statistics regression analysis semantics spatial distribution subways text mining urban transportation data sources geographically weighted regression models points of interest public transit public transit networks public transport social media spatial and temporal patterns internet perception public transport railway transport regression analysis social media urban transport social networking online
57192386336; 54400418600,Deepfake: a social construction of technology perspective,2021,the advent of deepfake videos a new form of media manipulation took the world by storm malicious use of this technology for fraud misrepresentation and abuse created more perils than opportunities for various stakeholders however little is known about generative adversarial networks utilized by deepfake to manipulate videos viewing from the social construction of technology theory we explore the redress of the adversarial purposes of deepfake at the moment there are more misgivings than credence about the possible application of this technology our research note provides a discourse on the rapid advances of deepfake and its potential impact on tourism and raises the call for research on the beneficial uses of deepfake 2020 informa uk limited trading as taylor francis group,artificial intelligence destination image generative adversarial networks tourism marketing video imaging technology,English,Letter,123,11,Data_Analysis,the advent of deepfake videos a new form of media manipulation took the world by storm malicious use of this technology for fraud misrepresentation and abuse created more perils than opportunities for various stakeholders however little is known about generative adversarial networks utilized by deepfake to manipulate videos viewing from the social construction of technology theory we explore the redress of the adversarial purposes of deepfake at the moment there are more misgivings than credence about the possible application of this technology our research note provides a discourse on the rapid advances of deepfake and its potential impact on tourism and raises the call for research on the beneficial uses of deepfake 2020 informa uk limited trading as taylor francis group artificial intelligence destination image generative adversarial networks tourism marketing video imaging technology
57848939200; 57200506624; 57204105219; 57207734721; 36350785300,Design and Feasibility Analysis of an Artificial Intelligence Based Mobile App for Maintaining Kinship in an Affinity Group,2020,in this paper we introduce a mobile application named no space no space can be used to let people know where their loved ones are and be aware of their activities this is done with the help of numerous features that are available in this application both concerned individuals and targeted family members need to have this application installed on their mobile devices the basic features provided by this application are the messaging service and the video sharing feature by which they can share live events the messaging service can be extensively used to send attachments like pictures or videos users by allowing location services from the phone s settings can share their real time whereabouts from the map with their loved ones in case of an emergency this application is designed to use its artificial intelligent ai feature called the shout for help which will help the user reach the victim following the shortest path to the destination on the map users can also easily notify their loved ones to consume food and water or take medications on their designated times through simple click features in doing so this sets an alarm in the concerned and connected users phones even though the adults spend most of their days at work this mobile application allows developing a healthy relationship among them and the old and young family members in this paper model design performance analysis and control of no space is elaborately discussed 2020 ieee,architectural design engineering research mobile computing structural design sustainable development telephone sets artificial intelligent feasibility analysis location services messaging services mobile applications performance analysis shortest path young families artificial intelligence analysis artificial intelligence mobile application smartphone technology,English,Conference paper,245,6,Tech_Communication,in this paper we introduce a mobile application named no space no space can be used to let people know where their loved ones are and be aware of their activities this is done with the help of numerous features that are available in this application both concerned individuals and targeted family members need to have this application installed on their mobile devices the basic features provided by this application are the messaging service and the video sharing feature by which they can share live events the messaging service can be extensively used to send attachments like pictures or videos users by allowing location services from the phone s settings can share their real time whereabouts from the map with their loved ones in case of an emergency this application is designed to use its artificial intelligent ai feature called the shout for help which will help the user reach the victim following the shortest path to the destination on the map users can also easily notify their loved ones to consume food and water or take medications on their designated times through simple click features in doing so this sets an alarm in the concerned and connected users phones even though the adults spend most of their days at work this mobile application allows developing a healthy relationship among them and the old and young family members in this paper model design performance analysis and control of no space is elaborately discussed 2020 ieee architectural design engineering research mobile computing structural design sustainable development telephone sets artificial intelligent feasibility analysis location services messaging services mobile applications performance analysis shortest path young families artificial intelligence analysis artificial intelligence mobile application smartphone technology
57218434213; 55579202800; 55578930600,Integration of emotional education as a new conforming axis in the university degree of tourism; [Integración de la Educación Emocional como Nuevo eje Conformador en el Grado Universitario de Turismo],2020,in the educational sector the obligations of the state are among others to bet on a free professional innovative education with the capacity to adapt to the demands of society and to the changes that take place in it the supervision and control on the part of the governance in the universities should have as main objective to pursue the quality of the educational service from the implantation of educational policies that will promote among other elements the company university relationship facilitating the inclusion of the student in the working world while doing his studies and the integration of emotional education as a new shaping axis of the academic curriculum in the degree in tourism methodology from a qualitative approach the teaching guides of the degree in tourism are analyzed with the aim of demonstrating or refuting the inclusion of content and competences on emotional intelligence and the management of emotions within them 2020 centro universitario de anapolis all rights reserved,educational policies emotional education teaching guides tourism university governance,Spanish,Article,161,2,Smart_Mobility,in the educational sector the obligations of the state are among others to bet on a free professional innovative education with the capacity to adapt to the demands of society and to the changes that take place in it the supervision and control on the part of the governance in the universities should have as main objective to pursue the quality of the educational service from the implantation of educational policies that will promote among other elements the company university relationship facilitating the inclusion of the student in the working world while doing his studies and the integration of emotional education as a new shaping axis of the academic curriculum in the degree in tourism methodology from a qualitative approach the teaching guides of the degree in tourism are analyzed with the aim of demonstrating or refuting the inclusion of content and competences on emotional intelligence and the management of emotions within them 2020 centro universitario de anapolis all rights reserved educational policies emotional education teaching guides tourism university governance
